NOM DU MUSEE;REF MUSEE;ADR;CP;VILLE;TELEPHONE1;FAX;SITWEB;FERMETURE ANNUELLE;PERIODE OUVERTURE;JOURS NOCTURNES;DATE APPELLATION;Date retrait appellation par Haut Conseil;REGION;DEPARTEMENT;coordonnees_finales
Musée des Beaux-Arts et d'Archéologie;3854403;Place de Miremont;38200;VIENNE;474787104;474533459;http://www.musees-vienne.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 9h30 à 13h et de 14h à 18h d'avril à octobre et du mardi au vendredi de 9h30 à 12h30 et de 14h à 17h, le samedi et dimanche de 13h30 à 17h30 de novembre à mars;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ISERE;45.524092,4.874677
Musée de la Poeslerie;5063901;Cour du Foyer 25, Rue Général Huard;50800;VILLEDIEU-LES-POELES-ROUFFIGNY;233693344;233611178;http://www.museesvilledieu.sitew.com;Décembre, janvier et février;ouvert du lundi au samedi 10h à 12h30 et de 14h à 18h. Juillet et août : ouverts en continu de 10h à 18h30 du lundi au samedi et les dimanches de 14h à 18h. Musées ouverts les jours fériés de 14h à 18h.;;01/02/2003;;NORMANDIE;MANCHE;48.8292712717,-1.21839643313
Musée Municipal Théâtre Forain et Archéologique;4500802;Quartier du Paradis;45410;ARTENAY;238800973;238804803;http://www.musee-theatre-forain.fr;;Ouvert du 1er juillet au 31 août de 10h à 12h et de 14h à 18h - et du 1er juin au 30 septembre de 14h à 17h.;;01/02/2003;;CENTRE-VAL DE LOIRE;LOIRET;48.08201,1.879598
Musée Toulouse Lautrec;8100401;Palais de la Berbie B.P. 100;81003;ALBI;563494870;563494888;http://www.musee-toulouse-lautrec.com;1er Janvier, 1er Mai, 1er Novembre, et 25 Décembre;Ouvert du mercredi au lundi de janvier à mars de 10h à 12h et de 14h à 17h30, d'avri à mai et octobre de 10h à 12h et de 14h à 18h, du 1er au 20 juin de 9h à 12h et de 14h à 18h de mi-juin au 30 septembre de 9h à 18h, en octobre de 10h à 12h et de 14h à 1;;01/02/2003;;OCCITANIE;TARN;
Musée d'Unterlinden;6806601;1, rue Unterlinden;68000;COLMAR;389201550;389412622;http://www.musee-unterlinden.com;1er janvier, 1er  mai, 1er  novembre, 25 décembre;Ouvert de mai à octobre tous les jours de 9h à 18h, de novembre à avril du mercredi au lundi  de 9h à 12h et de 14h à  17h du 8 au 31 décembre tous les jours de 9h à 18h;;01/02/2003;;GRAND EST;HAUT-RHIN;48.079732,7.354974
Musée Victor Hugo;7674201;Quai Victor Hugo;76490;VILLEQUIER;235567831;235560489;http://www.museevictorhugo.fr;1er janvier, 1er mai, 1er et 11 novembre, 25 décembre;Ouvert lundi, mercredi à samedi de 10h à 12h30 et de 14h à 18h, dimanche de 14h à 18h (17h30 du 1er octobre au 31 mars);;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.510304,0.672863
Musée de la Vigne et du Vin d'Anjou;4929201;Les Celliers de la Coudraye Place des Vignerons;49750;SAINT LAMBERT-DU-LATTAY;241784275;241785964;http://www.musee-vigne-vin-anjou.fr;1er janvier au 31 mars et du 12 novembre au 31 décembre;Ouvert du 1er avril  au 30 juin et du 1er septembre au 11 novembre du mercredi au vendredi de 14h30 à 17h30 et  le week-end  et jour férié de 14h30 à 18h30. Du 1er juillet au 31 août tous les jours de 11h à 13h et de 15h à 19h. Toute l'année sur réservati;;17/06/2002;;PAYS DE LA LOIRE;MAINE-ET-LOIRE;47.2426647325,-0.667761115453
Musée du Vignoble Nantais;4417701;82, Rue Pierre Abélard;44330;LE PALLET;240809013;240804981;http://www.musee-vignoble-nantais.eu;Mi-décembre, janvier, février;Ouvert du 1er avril à mi-juin et de mi-septembre au 10 novembre du dimanche au vendredi de 14h à 18h et du 15 juin au 15 septembre de 10h à 18h;;01/02/2003;;PAYS DE LA LOIRE;LOIRE-ATLANTIQUE;47.134414,-1.329883
Musée Antoine Vivenel;6015904;Hôtel de Songeons-Bicquilley 2, Rue d'Austerlitz;60200;COMPIEGNE;344202604;344202309;http://www.musee-vivenel.fr;1er janvier, 1er mai, 14 juillet, 1er novembre et 25 décembre;Ouvert du mardi au dimanche de 10h à 13h et de 14h à 18h;;01/02/2003;;HAUTS-DE-France;OISE;49.3992378489,2.8537782842
Musée du Pays Châtillonnais - Trésor de Vix;2115401;14, Rue de la Libération;21400;CHATILLON-SUR-SEINE;380912467;380915176;http://www.musee-vix.fr;1er janvier, 1er mai, 11 novembre, 25 & 31 décembre;Ouvert du 1er septembre au 30 juin du mercredi au lundi de 10h à 17h30 et du 1er juillet au 31 août tous les jours de 10h à 17h30;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;CÔTE D’OR;47.863812,4.574628
Musée des Arts et Traditions Populaires du Périgord;2429901;2, Rue Raoul Grassin;24400;MUSSIDAN;553812355;553810994;http://www.museevoulgre.cjb.net;De décembre à mars;Ouvert du 1er avril au 31 mai week end de 14h à 18h. Du 1er juin au 15 septembre tous les jours de 9h30 à 12h et de 14h à 18h. Le musée est ouvert sur réservation aux groupes, scolaires et aux particuliers.;;01/02/2003;;NOUVELLE-AQUITAINE;DORDOGNE;45.037552,0.362147
Musée Zervos - Maison Romain Rolland;8944601;Maison Romain-Rolland Rue Saint-Etienne;89450;VEZELAY;386323926;386323927;http://www.musee-zervos.fr;;Ouvert du 15 mars au 15 novembre du mercredi au lundi  de 10h à 18h et tous les jours en  juillet-août;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;YONNE;47.4456860508,3.76415147014
Musée Henri Boez;5939201;Hôtel de ville BP 269;59607;MAUBEUGE;327649799;327580836;http://www.musenor.com;;;;01/02/2003;;HAUTS-DE-France;NORD;
Musée des Beaux-Arts;6204102;Ancienne Abbaye Saint-Vaast 22, Rue Paul Doumer;62000;ARRAS;321712643;321231926;http://www.musenor.org ou www.arras.fr/culture/musee-des-beaux-arts.html;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert le lundi, du mercredi au vendredi de 11h à 18h, samedi et dimanche de 10h à 18h30;;06/01/2002;;HAUTS-DE-France;PAS-DE-CALAIS;50.2836206213,2.74077726899
Muséon Arlaten;1300404;29, Rue de la République;13200;ARLES;490935811;490525244;http://www.museonarlaten.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert en septembre, avril et mai de 9h30 à 12h et de 14h à 17h30 d'octobre à mars de 9h30 à 12h et de 14h à 16h30 de juin à août de 9h30 à 12h30 et de 14h à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.676331,4.62752
Agropolis;3417206;951, Avenue Agropolis;34394;MONTPELLIER;467047500;467041369;http://www.museum.agropolis.fr;;Fermé définitivement;;01/02/2003;03/04/2017 00:00;OCCITANIE;HERAULT;
Muséum d'Histoire Naturelle;6410203;Hôtel de ville 1, Avenue Maréchal Leclerc;64100;BAYONNE;559591510;559571512;http://www.museum.bayonne.fr;1er janvier, 1er mai, 1 et 11 novembre, 25 décembre, semaine des fêtes de Bayonne;Ouvert du 15 avril au 14 octobre du mardi au dimanche de 10h30 à 12h30 et de 13h30 à 18h et du 15 octobre au 14 avril du mardi au vendredi de 13h30 à 17h samedi, dimanche de 11h à 12h30 et de 13h30 à 17h;;01/02/2003;;NOUVELLE-AQUITAINE;PYRÉNÉES ATLANTIQUES;43.4922522445,-1.46647823758
Musée d'Histoire Naturelle Victor Brun;8212101;2, Place Antoine Bourdelle;82000;MONTAUBAN;563221385;563638947;http://www.museum.montauban.com/;Jours fériés;Ouvert du mardi au samedi de 10h à 12h et de 14h à 18h et le dimanche de 14h à 18h;;01/02/2003;;OCCITANIE;TARN-ET-GARONNE;44.017099,1.351385
Muséum d'Histoire Naturelle;3155509;35, allées Jules Guesde;31000;TOULOUSE;567738484;567738448;http://www.museum.toulouse.fr;1er janvier, 1er mai, 25 décembre;Ouvert de 10h à 18h du mardi au dimanche;;06/01/2002;;OCCITANIE;HAUTE-GARONNE;43.594189,1.448945
Muséum d'Histoire Naturelle;3726101;3, Rue du Président Merville;37000;TOURS;247641331;;http://www.museum.tours.fr;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du mardi au vendredi de 10h à 12h et de 14h à 18h, samedi, dimanche de 14h à 18h, le lundi est réservé aux scolaires;;01/02/2003;;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;47.394637,0.68388
Muséum d'Histoire Naturelle;1300107;Parc Saint-Mitre 166 Avenue Jean Monnet;13090;AIX-EN-PROVENCE;488718181;442274388;http://www.museum-aix-en-provence.org;1er janvier, 1er mai,  25 décembre;Ouvert tous les jours de 10h à 12h et de 13h à 17h;;06/01/2002;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.5360221556,5.3983786513
Muséum d'Histoire Naturelle Esprit Requien;8400701;67, Rue Joseph Vernet;84000;AVIGNON;490824351;490850899;http://www.museum-avignon.org;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au samedi du 1er octobre au 31 mai de 10h à 13h et de 14h à 18h, du 1er juin au 30 septembre de 10h à 18h. Ouverture exclusive le lundi pour les scolaires;;06/01/2002;;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;43.946695,4.803397
Musée d'Histoire Naturelle Gabriel Foucher;1803305;Parc Saint-Paul Les Rives d’Auron Allée René Ménard;18000;BOURGES;248653734;248698998;http://www.museum-bourges.net;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert tous les jours de 14h à 18h et pendant les vacances scolaires de la zone B de 10h à 12h et de 14h à 18h;;01/02/2003;;CENTRE-VAL DE LOIRE;CHER;47.0747448585,2.40489595766
Musée d'Histoire Naturelle et d'Ethnographie de Colmar;6806602;11, Rue Turenne;68000;COLMAR;389238415;389412962;http://www.museumcolmar.org;Janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mercredi au lundi de 10h à 12h et de 14h à 17h, le dimanche de 14h à 18h;;01/02/2003;;GRAND EST;HAUT-RHIN;48.073594,7.35872
Muséum d'Histoire Naturelle;1730006;28, Rue Albert 1er;17000;LA ROCHELLE;546411825;546506365;http://www.museum-larochelle.fr/;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert de juillet à septembre du mardi au vendredi de 10h à 19h, le samedi de 14h à 19h, dimanches et jours fériés de 14h à 19h, premier samedi du mois de 14h à 21h, premier dimanche du mois de 10h à 19h, et d'octobre à juin du mardi au vendredi de 9h à 1;Premiers samedis de 10h à 21h de janvier à juin;06/01/2002;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.164822,-1.151488
Muséum d'Histoire Naturelle;7635104;Place du Vieux Marché;76600;LE HAVRE;235413728;235421240;http://www.museum-lehavre.fr ou site de la ville;1er janvier, 1er et 8 mai, 14 juillet, 11 novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.487581,0.108279
Muséum d'Histoire Naturelle;1320402;Palais Longchamp;13004;MARSEILLE;491145950;491145951;http://www.museum-marseille.org;1er janvier, 1er mai, 1er novembre, 25 et 26 décembre;Ouvert du mardi au dimanche de 10h à 18h;;06/01/2002;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.304295,5.394568
Muséum d'Histoire Naturelle de Toulon et du Var;8313701;737 Chemin du Jonquet Jardin du Las;83200;TOULON;483954420;483954428;http://www.museum-toulonvar.fr;Jours fériés;Ouvert du mardi au dimanche de 9h à 18h du 1er mars au 30 novembre et de 9h à 17h du 1er décembre au 28 février;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAR;43.15297354,5.93725605869
MusVerre;5955501;76, Rue du général de Gaulle;59216;SARS-POTERIES;359731616;359731617;http://www.musverre.lenord.fr;1er janvier, 1er mai, 25 décembre;Ouvert du mardi au dimanche de 11h à 18h;;01/02/2003;;HAUTS-DE-France;NORD;50.16662,4.037797
Musée Vauban;6823101;7, Place de la Porte de Belfort;68600;NEUF-BRISACH;389720393;389728582;http://www.neuf-brisach.fr;;Ouvert du mercredi au lundi du 1er mai au 30 septembre de 10h à 12h et de 14h à 17h;;01/02/2003;;GRAND EST;HAUT-RHIN;48.015722,7.525727
Musée Archéologique - Site de Terra Amata;608810;25, Boulevard Carnot;6364;NICE;493555993;493899131;http://www.nice.fr/culture/musees-et-galerie/musee-d-archeologie-site-de-cimiez-et-de-terra-amata;1er janvier, 1er mai, dimanche de Pâques, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h. Ouvert le lundi pour les groupes;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;
Musée Archéologique - Site de  Cimiez;608805;Site de Cimiez 160, Avenue des Arènes;6000;NICE;493815957;493810800;http://www.nice.fr/culture/musees-et-galerie/musee-d-archeologie-site-de-cimiez-et-de-terra-amata;1er janvier, dimanche de Pâques, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;ALPES-MARITIMES;43.7122279855,7.23752896461
Musée des Beaux-Arts;3018905;Rue Cité Foulc;30033;NIMES;466767191;466767192;http://www.nimes.fr;1er janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du mardi au dimanche de 10h à 18h et le second jeudi de chaque mois de 10h à 21h (jeudi des copistes) et tous les jeudis en juillet-août;Second jeudi de chaque mois jusqu'à 21h, et tous les jeudis en juillet août;01/02/2003;;OCCITANIE;GARD;
Musée Archéologique;3018903;13, Boulevard Amiral Courbet;30000;NIMES;466767480;466767494;http://www.nimes.fr/index.php?id=280;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;;01/02/2003;;OCCITANIE;GARD;43.837616,4.362815
Musée du Vieux Nîmes;3018904;Place aux Herbes;30000;NIMES;466767370;466767371;http://www.nimes.fr/index.php?id=283;1er janvier, 1er mai, 1er novembre et 25 décembre;Ouvert du mardi au dimanche de 10h à 18h;Jeudis en juillet-août;01/02/2003;;OCCITANIE;GARD;43.838287,4.359586
Musée des Arts Naïfs et Populaires de Noyers sur Serein;8927901;25, Rue de l'Eglise;89310;NOYERS-SUR-SEREIN;386828909;386728500;http://www.noyers-et-tourisme.com;Janvier;Ouvert du 1er octobre au 31 mai de 14h30 à 18h les week-end et jours fériés et toutes les zones de vacances scolaires, juin et septembre de 11h à 12h30 et de 14h à 18h du mercredi au lundi, juillet et août de 10h à 18h30 du mercredi au lundi;;01/02/2003;;BOURGOGNE-FRANCHE-COMTE;YONNE;47.72104,3.966631
Musée d'Histoire Locale de Marchiennes;5937501;Place Gambetta;59870;MARCHIENNES;327992195;327890382;http://www.officedetourismemarchiennes.fr;Jours fériés;Ouvert d'avril à fin septembre du mercredi au samedi de 14h à 17h , le 1er dimanche du mois visite à 15h30. Visite de groupes toute l'année sur réservation.;;01/02/2003;;HAUTS-DE-France;NORD;50.408685,3.281218
Musée Communautaire Opale-Sud;6210801;60, Rue de l'Impératrice;62600;BERCK-SUR-MER;321840780;321849629;http://www.opale-sud.com;1er janvier, 1er mai, 25 décembre;Ouvert du 1er septembre au 30 juin, le lundi de 15h à 18h, du mercredi au dimanche de 10h à 12h et de 15h à 18h, et en juillet-août du mercredi au lundi de 10h à 12h30 et de 14h à 18h;;05/04/2002;;HAUTS-DE-France;PAS-DE-CALAIS;50.405092,1.567687
Cité de Préhistoire;716801;Orgnac Grand Site de France;7150;ORGNAC-L'AVEN;475386510;475386640;http://www.orgnac.com;Décembre, janvier;Ouverture de la grotte et de la cité de la préhistoire du 1er février au 15 novembre et pour les vacances scolaires de Noël. Accueil : février, mars de 10h à 12h30 et de 14h à 18h, d'avril à juin et septembre de 9h30  à 19h, en juillet-août de 9h30 à 19h;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;ARDECHE;44.303919,4.433679
Muséum d'Orléans pour la biodiversité et l'environnement;4523401;6, Rue Marcel Proust;45000;ORLEANS;238546105;238531967;http://www.orleans.fr;1er janvier, 8 mai, 1er et 11 novembre, 25 décembre;Ouvert tous les jours de 14h à 18h;;06/01/2002;;CENTRE-VAL DE LOIRE;LOIRET;47.907597,1.909857
Musée Départemental d'Art Sacré;6146401;Place du Général de Gaulle;61500;SEES;233285973;233812301;http://www.orne.fr/musee-art-religieux-sees.html;;Ouvert de juillet à septembre du mercredi au lundi de 12h à 18h et viste de groupes hors saisons sur rendez-vous;;01/02/2003;;NORMANDIE;ORNE;48.605423,0.171841
Musée du Vieux Pérouges;129001;Rue des Princes Cité médiévale;1800;PEROUGES;474610088;474347790;http://www.ostelleriedeperouges.com;Novembre à Avril;Ouvert de 10h à 12h et de 14h à 18h tous les jours de mai à septembre et le week-end de mars à octobre;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;AIN;45.8984701804,5.16340257624
Musée de la Cloche et de la Sonnaille;3411901;Espace Campanaire André-Malraux Avenue de la Gare;34600;HEREPIAN;467953995;467232801;http://www.ot-lamaloulesbains.fr;Janvier;Ouvert de 14h à 19h du mardi au dimanche de mai à octobre;;01/02/2003;;OCCITANIE;HERAULT;43.5955665999,3.15511892035
Musée Archéologique d'Istres René Beaucaire;1304701;4, Place José Coto;13800;ISTRES;442112773;442559015;http://www.ouestprovence.fr;1er mai, 1er janvier, 25 décembre;Ouvert du lundi au samedi du 1er avril au 30 septembre de 14h à 18h et du 1er octobre au 31 mars de 14h à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;BOUCHES DU RHONE;43.513772,4.987612
Palais Galliera - Musée de la Mode de la ville de Paris;7511617;10, Avenue Pierre 1er de Serbie;75116;PARIS;156528600;147233837;http://www.palaisgalliera.paris.fr;Musée fermé en dehors des expositions temporaires. Certains jours fériés;Ouvert du mardi au dimanche de 10h à 18h;jeudi jusqu'à 21h;08/07/2004;;ÎLE-DE-France;PARIS;48.8603821025,2.26201220212
Paléospace;1475401;Avenue Jean Moulin B.P. 6;14640;VILLERS-SUR-MER;231817760;231874620;http://www.paleospace-villers.fr;Janvier, février et entre les vacances scolaires, 25 décembre;Ouvert de février à mars, en avril et octobre du mercredi au dimanche de 10h à 18h, en mai et juin de 10h à 18h, en juillet-août de 10h à 19h, en novembre et décembre uniquement le week-end de 10h à 18h en septembre de 10h à 18h;jusqu'à 22h les 26/07, 09/08 et 23/08;01/02/2003;;NORMANDIE;CALVADOS;49.3070612081,-0.000385070160039
Ecomusée de la Montagne de Reims;5144501;Maison du Parc Chemin de Nanteuil;51160;POURCY;326594444;326594163;http://www.parc-montagnedereims.fr;;;;01/02/2003;;GRAND EST;MARNE;49.092104642,4.00815229027
Musée du Poiré;5002901;La Logeraie;50720;BARENTON;233595622;233591620;http://www.parc-naturel-normandie-maine.fr;Novembre à mars;Ouvert tous les jours du 1er avril au 15 octobre de 10h à 13h et de 14h à 18h (18h30 l'été);;01/02/2003;;NORMANDIE;MANCHE;48.587967,-0.806027
Musée de l'Hôtel Sandelin;6276501;14, Rue Carnot;62500;SAINT-OMER;321380094;321986121;http://www.patrimoines-saint-omer.fr;1er janvier, lundi de Pâques, 1er et 8 mai, ascencion, lundi de Pentecôte, 14 juillet, 15 août, 11 novembre, 25 décembre;Ouvert du mercredi au dimanche de 10h à 12h et de 14h à 18h;1 jeudi/mois jusqu'à 20h;01/02/2003;;HAUTS-DE-France;PAS-DE-CALAIS;50.749007,2.254521
Musée des Beaux-Arts et de la Dentelle;6100101;Cour Carrée de la Dentelle;61000;ALENCON;233324007;233265166;http://www.paysdalencontourisme.com/musee-beaux-arts-dentelle-alencon_784_fr.html;Le 1er janvier, le 1er mai et le 25 décembre;Ouvert du mardi au dimanche de 10h à 12h et de 14h à 18h, et tous les jours en juillet/août;;01/02/2003;;NORMANDIE;ORNE;48.4294187763,0.088345615329
Musée d'Art et Traditions Populaires;2458401;Hôtel de ville Place de la liberté;24610;VILLEFRANCHE-DE-LONCHAT;553807725;553807059;http://www.pays-de-bergerac.com/tourisme/site_remarquable/musees/histoire-locale/index.asp;16 novembre au 30 mars;Ouvert du 1er avril au 15 novembre le mardi de 10h à 12h, le samedi et dimanche de 14h30 à 17h30 et sur rendez-vous les autres jours;;01/02/2003;;NOUVELLE-AQUITAINE;DORDOGNE;44.9374172162,0.100217545195
Musée du Textile et du Peigne en Corne;916001;65, Rue Jean Jaurès;9300;LAVELANET;561038919;534093389;http://www.paysdolmes.org;1er mai;Ouvert en juillet et août de 14h à 19h et de mi-avril à mi-octobre de 14h à 18h du mardi au dimanche;;01/02/2003;;OCCITANIE;ARIEGE;42.929884,1.844322
Palais des Beaux-Arts de Lille;5935002;18, bis rue de Valmy;59000;LILLE;320067800;320067815;http://www.pba-lille.fr;1er janvier, 1er mai, 14 juillet 1er week-end de septembre (braderie de Lille), 1er novembre, 25 décembre;Ouvert le lundi de 14h à 18h, mercredi à dimanche de 10h à 18h;;06/01/2002;;HAUTS-DE-France;NORD;50.629847,3.063934
Musée de Préhistoire de Cabrerets;4604001;Centre de Préhistoire du Pech Merle Mairie;46330;CABRERETS;565312333;565302126;http://www.pechmerle.com;15 décembre au 15 janvier;Ouvert tous les jours  d' avril au 11 novembre 2012 de 9h45 à 12h45 et de 13h45 à 18h30;;01/02/2003;;OCCITANIE;LOT;44.503969424,1.67446493402
Musée du Petit Palais;8400702;Place du Palais des Papes;84000;AVIGNON;490864458;490821872;http://www.petit-palais.org;1er janvier, 1er mai, 25 décembre;Ouvert du mercredi au lundi de 10h à 13h et de 14h à 18h;;01/02/2003;;PROVENCE-ALPES-CÔTE D'AZUR;VAUCLUSE;43.951024,4.806311
Petit Palais, Musée des Beaux-Arts de la ville de Paris;7510808;Avenue Winston-Churchill;75008;PARIS;142651273;142652460;http://www.petitpalais.paris.fr;;Ouvert du mardi au dimanche de 10h à 18h;Mardi jusqu'à 20h;08/07/2004;;ÎLE-DE-France;PARIS;48.86609,2.313763
Musée Militaire et Erckmann-Chatrian;5754001;Hôtel de Ville Place d’Armes;57370;PHALSBOURG;387244242;387244287;http://www.phalsbourg.fr/laculturelesloisirs/lemusee;Jours fériés;Ouvert du lundi au vendredi de 9h à 12h et de 13h30 à 17h, le samedi de 10h à 12h, en juillet-août samedi et dimanche de 10h à 12h et de 14h à 17h;;01/02/2003;;GRAND EST;MOSELLE;48.7889855572,7.22238046846
Musée des Phares et Balises;2915502;Le Créac'h;29242;OUESSANT;298488070;298488070;http://www.pnr-armorique.fr;1er janvier, 25 décembre;Ouvert de janvier à février, d'octobre à décembre de 11h30 à 17h du mardi au dimanche et tous les jours pendant les vacances scolaires (zone B), d'avril à juin, et septembre de 11h30 à 17h tous les jours et 18h lors des ponts et jours fériés, en juillet-a;;01/02/2003;;BRETAGNE;FINISTERE;48.458998,-5.128812
Ecomusée d'Ouessant - Vivre sur une Ile;2915501;Le Niou Huella;29242;OUESSANT;298488637;298488637;http://www.pnr-armorique.fr;1er janvier, 25 décembre;Ouvert de janvier à février, d'octobre à décembre de 11h30 à 17h du mardi au dimanche et tous les jours pendant les vacances scolaires (zone B), d'avril à juin, et septembre de 11h30 à 17h tous les jours et 18h lors des ponts et jours fériés, en juillet-a;;01/02/2003;;BRETAGNE;FINISTERE;48.460406,-5.110939
Musée de la Marine de Seine;7616401;Avenue Winston Churchill B.P. 3;76490;CAUDEBEC-EN-CAUX;235959013;235959026;http://www.pnr-seine-normande.com;Janvier, 1er et 11 Novembre, 24, 25 et 31 Décembre;Ouvert en février, mars, octobre, novembre tous les week-end de 14h à 17h30 et en avril,mai, juin et septembre du mercredi au lundi de 14h à 18h et en juillet-août de 14h à 18h30;;01/02/2003;;NORMANDIE;SEINE-MARITIME;49.5497184764,0.687731909353
Le Port-Musée;2904601;Place de l'Enfer;29100;DOUARNENEZ;298926520;298920541;http://www.port-musee.org;6 novembre au 22 décembre;Ouvert de février à juin et de septembre à novembre et vacances de Noël de 10h à 12h30 et de 14h à 18h et en juillet-août tous les jours de 10h à 19h;;01/02/2003;;BRETAGNE;FINISTERE;48.092785,-4.332917
Musée de Préhistoire du Grand Pressigny;3711301;Château du Grand-Pressigny;37350;LE GRAND PRESSIGNY;247949020;247949960;http://www.prehistoiregrandpressigny.fr;1er janvier, 25 décembre;Ouvert du mercredi au lundi d'octobre à mars de 10h à 12h30 et de 14h à 17h et le dimanche et jours fériés de 10h à 17h et d'avril à fin juin et septembre tous les jours de 10h à 18h et en juillet-août tous les jours de 10h à 19h;;30/04/2002;;CENTRE-VAL DE LOIRE;INDRE ET LOIRE;46.92224,0.804273
Musée du site Préhistorique;2636401;La Hâle;26420;VASSIEUX-EN-VERCORS;475482781;475482867;http://www.prehistoire-vercors.fr;1er janvier, 25 décembre et de la fin des vacances de la Toussaint aux vacances de Noël;Ouvert en avril tous le sjours de 10h à 12h30 et de 14h à 17h, en mai et juin tous les jours de 10h à 12h30 et de 14h à 18h, en jullet et août tous les jours de 10h à 18h, en septembre tous les jours de 10h à 12h30 et de 14h à 17h, en octobre les week-end;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;DRÔME;44.865703,5.357302
Musée Protestant;1730005;2, Rue Saint-Michel;17000;LA ROCHELLE;546508803;;http://www.protestantisme-museelarochelle.fr;;Ouvert du 22 juin au 21 septembre du lundi au samedi de 14h30 à 18h, et sur rendez-vous en dehors de la saison;;01/02/2003;;NOUVELLE-AQUITAINE;CHARENTE-MARITIME;46.159482,-1.150024
Musée Départemental de la Céramique Gallo-Romaine;6319501;39, Rue de la République;63190;LEZOUX;473734242;473730960;http://www.puydedome.fr;Janvier, 1er mai, 1er novembre, 25 décembre;Ouvert du 1er octobre au 31 mars : 10h à 17h en semaine et de 14h à 18h le week-end et du 1er avril au 30 septembre de 10h à 18h en semaine et de 14h à 19h le week-end.;;01/02/2003;;AUVERGNE-RHÔNE-ALPES;PUY DE DÔME;45.826178,3.384421
Musée du Quai Branly - Jacques Chirac;7510709;222, rue de l'Université;75343;PARIS;156617000;156617001;http://www.quaibranly.fr;1er mai;Ouvert mardi, mercredi, dimanche de 11h à 19h - jeudi, vendredi, samedi de 11h à 21h. Groupes tous les matin de 9h30 à 11h sauf le dimanche. Ouverture exceptionnelle les lundis de 11h à 19h pendant les vacances de Pâques;Jeudi, vendredi, samedi jusqu'à 21h;09/12/2004;;ÎLE-DE-France;PARIS;
Musée Rambolitrain;7851702;4, Place Jeanne d'Arc;78120;RAMBOUILLET;175034460;134830014;http://www.rambolitrain.fr;25 décembre et 1er janvier;Ouvert du mercredi au dimanche et jours fériés de 10h à 12h et de 14h à 17h30;;01/02/2003;;ÎLE-DE-France;YVELINES;48.646025,1.823892
Musée Saint-Rémi;5145404;53, rue Simon;51100;REIMS;326353690;326820799;http://www.reims.fr/musee-saint-remi;1er janvier, 1er mai, 14 juillet, 1er et 11 novembre, 25 décembre;Ouvert du lundi au vendredi de 14h à 18h30  samedi et le dimanche de 14h à 19h;;01/02/2003;;GRAND EST;MARNE;49.243111,4.040351
Musée Charles de Bruyères;8838301;70, Rue Charles de Gaulle;88200;REMIREMONT;329625914;329624250;http://www.remiremont.fr/culture/musees.php;Octobre - 1er janvier, 1er mai, Ascension, Toussaint, 25 décembre;Ouvert de janvier à mars du lundi au samedi de 14h à 18h, et en avril de 14h à 18h et de mai à septembre de 10h à 12h et de 14h à 18h, de novembre à décembre de 14h à 18h du mercredi au lundi;;11/08/2002;;GRAND EST;VOSGES;48.016142,6.593289
